file_path,modifications,total_churn,total_added,total_deleted,unique_commits,first_seen,last_seen,lifespan_years,churn_density
weave\blitz-20001213\blitz\range.h,3,584,292,292,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,278.1
weave\blitz-20001213\blitz\randref.h,3,308,154,154,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,146.7
weave\blitz-20001213\blitz\random.h,3,268,134,134,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,127.6
weave\dumb_shelve.py,3,74,37,37,3,2002-01-13 09:57:22+00:00,2004-02-01 11:36:10+00:00,2.1,35.2
weave\blitz-20001213\blitz\rand-uniform.h,3,374,187,187,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,178.1
weave\blitz-20001213\blitz\rand-tt800.h,3,372,186,186,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,177.1
scipy\base\info.py,3,10,5,5,3,2005-11-14 11:54:49+00:00,2005-12-26 07:49:25+00:00,0.1,20.0
weave\info_weave.py,3,21,6,15,3,2003-10-25 21:51:46+00:00,2004-11-10 07:13:19+00:00,1.0,21.0
weave\examples\wx_speed.py,3,416,208,208,3,2002-10-13 11:24:37+00:00,2005-09-08 13:25:08+00:00,2.9,143.4
weave\examples\wx_example.py,3,462,231,231,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,220.0
weave\blitz-20001213\blitz\update.h,3,296,148,148,3,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,141.0
_datasource.py,2,471,457,14,2,2007-12-15 18:56:40+00:00,2007-12-16 06:06:55+00:00,0.0,942.0
base\CodeGenerators\generate_array_api.py,2,1312,656,656,2,2005-09-14 21:56:45+00:00,2005-09-14 22:03:19+00:00,0.0,2624.0
scipy\weave\tests\test_inline_tools.py,2,56,5,51,2,2005-12-26 07:49:25+00:00,2006-01-02 08:26:24+00:00,0.0,112.0
scipy\weave\tests\test_scxx.py,2,20,2,18,2,2005-12-26 07:49:25+00:00,2006-01-02 08:26:24+00:00,0.0,40.0
scipy\weave\tests\test_scxx_dict.py,2,282,8,274,2,2005-12-26 07:49:25+00:00,2006-01-02 08:26:24+00:00,0.0,564.0
scipy\weave\tests\test_scxx_object.py,2,868,23,845,2,2005-12-26 07:49:25+00:00,2006-01-02 08:26:24+00:00,0.0,1736.0
scipy\weave\tests\test_scxx_sequence.py,2,446,4,442,2,2005-12-26 07:49:25+00:00,2006-01-02 08:26:24+00:00,0.0,892.0
scipy\weave\tests\test_size_check.py,2,487,21,466,2,2005-12-26 07:49:25+00:00,2006-01-02 08:26:24+00:00,0.0,974.0
scipy\weave\tests\test_slice_handler.py,2,177,4,173,2,2005-12-26 07:49:25+00:00,2006-01-02 08:26:24+00:00,0.0,354.0
scipy\weave\tests\test_standard_array_spec.py,2,55,4,51,2,2005-12-26 07:49:25+00:00,2006-01-02 08:26:24+00:00,0.0,110.0
scipy\weave\tests\test_wx_spec.py,2,101,3,98,2,2005-12-26 07:49:25+00:00,2006-01-02 08:26:24+00:00,0.0,202.0
scipy\weave\tests\weave_test_utils.py,2,178,3,175,2,2005-12-26 07:49:25+00:00,2006-01-02 08:26:24+00:00,0.0,356.0
numpy\doc\newdtype_example\floatint.c,2,161,157,4,2,2008-03-04 20:05:40+00:00,2008-03-04 22:04:46+00:00,0.0,322.0
numpy\doc\newdtype_example\example.py,2,20,18,2,2,2008-03-04 22:04:46+00:00,2008-04-20 11:49:35+00:00,0.1,40.0
numpy\doc\cython\c_numpy.pxd,2,19,11,8,2,2008-06-20 04:17:54+00:00,2008-06-20 18:24:10+00:00,0.0,38.0
numpy\doc\reference\internals.py,2,166,164,2,2,2008-07-10 17:43:25+00:00,2008-08-05 09:20:07+00:00,0.1,332.0
scipy_base\mconf_lite.h,2,12,6,6,2,2003-10-21 07:32:45+00:00,2004-02-01 11:36:10+00:00,0.3,24.0
scipy\weave\tests\test_catalog.py,2,348,7,341,2,2005-12-26 07:49:25+00:00,2006-01-02 08:26:24+00:00,0.0,696.0
scipy\weave\tests\test_c_spec.py,2,702,12,690,2,2005-12-26 07:49:25+00:00,2006-01-02 08:26:24+00:00,0.0,1404.0
scipy\weave\tests\test_build_tools.py,2,75,4,71,2,2005-12-26 07:49:25+00:00,2006-01-02 08:26:24+00:00,0.0,150.0
scipy\weave\tests\test_blitz_tools.py,2,195,8,187,2,2005-12-26 07:49:25+00:00,2006-01-02 08:26:24+00:00,0.0,390.0
scipy\weave\tests\test_ast_tools.py,2,42,3,39,2,2005-12-26 07:49:25+00:00,2006-01-02 08:26:24+00:00,0.0,84.0
scipy\weave\standard_array_spec.py,2,235,39,196,2,2005-10-26 04:52:01+00:00,2006-01-02 08:26:24+00:00,0.2,470.0
scipy\weave\size_check.py,2,290,6,284,2,2005-11-22 13:51:15+00:00,2006-01-02 08:26:24+00:00,0.1,580.0
scipy_base\isnan.c,2,482,241,241,2,2002-04-03 20:25:53+00:00,2004-02-01 11:36:10+00:00,1.8,267.8
numpy\doc\reference\indexing.py,2,388,386,2,2,2008-07-09 08:13:18+00:00,2008-08-05 09:20:07+00:00,0.1,776.0
numpy\doc\reference\glossary.py,2,371,369,2,2,2008-07-15 07:06:38+00:00,2008-08-05 09:20:07+00:00,0.1,742.0
numpy\doc\reference\creation.py,2,136,134,2,2,2008-07-10 17:43:25+00:00,2008-08-05 09:20:07+00:00,0.1,272.0
doc\pyrex\c_numpy.pxd,2,129,2,127,2,2010-02-15 23:13:16+00:00,2014-03-02 04:08:21+00:00,4.0,32.2
numpy\testing\setupscons.py,2,32,16,16,2,2008-01-07 02:44:56+00:00,2013-01-13 17:04:44+00:00,5.0,6.4
scipy\base\code_generators\genapi.py,2,228,226,2,2,2005-12-06 11:10:13+00:00,2005-12-06 11:35:08+00:00,0.0,456.0
trunk\summarize.py,2,334,167,167,2,2008-10-26 17:57:55+00:00,2008-11-23 10:39:05+00:00,0.1,668.0
trunk\source\conf.py,2,458,229,229,2,2008-10-26 17:57:55+00:00,2008-11-23 10:39:05+00:00,0.1,916.0
weave\examples\ramp.c,2,58,29,29,2,2002-01-06 07:54:16+00:00,2004-02-01 11:36:10+00:00,2.1,27.6
distutils\tests\f2py_f90_ext\setup.py,2,32,16,16,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,64.0
distutils\tests\f2py_ext\tests\test_fib2.py,2,26,13,13,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,52.0
distutils\tests\f2py_ext\setup.py,2,24,12,12,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,48.0
distutils\system_info.py,2,3009,1494,1515,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,6018.0
distutils\setup.py,2,29,13,16,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,58.0
scipy\base\src\_isnan.c,2,107,77,30,2,2005-09-16 21:58:35+00:00,2005-09-16 22:17:04+00:00,0.0,214.0
scipy\base\tests\test_ufunclike.py,2,65,64,1,2,2005-10-29 21:45:38+00:00,2005-12-26 07:49:25+00:00,0.2,130.0
trunk\postprocess.py,2,118,59,59,2,2008-10-26 17:57:55+00:00,2008-11-23 10:39:05+00:00,0.1,236.0
tools\win32build\cpuid\test.c,2,88,44,44,2,2008-05-26 11:29:37+00:00,2017-02-25 22:15:35+00:00,8.8,10.0
distutils\misc_util.py,2,1210,614,596,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,2420.0
weave\cpp_namespace_spec.py,2,220,110,110,2,2003-04-20 08:09:14+00:00,2004-02-01 11:36:10+00:00,0.8,275.0
doc\cython\c_numpy.pxd,2,140,2,138,2,2010-02-15 23:13:16+00:00,2014-03-02 04:08:21+00:00,4.0,35.0
distutils\unixccompiler.py,2,130,65,65,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,260.0
distutils\tests\swig_ext\tests\test_example2.py,2,34,17,17,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,68.0
distutils\tests\swig_ext\tests\test_example.py,2,36,18,18,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,72.0
distutils\tests\swig_ext\src\zoo.h,2,18,9,9,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,36.0
distutils\tests\swig_ext\src\example.c,2,28,14,14,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,56.0
scipy\base\testing.py,2,587,1,586,2,2005-09-19 23:41:29+00:00,2005-09-27 06:44:25+00:00,0.0,1174.0
scipy\basic\fftpack.py,2,294,291,3,2,2005-12-16 12:52:24+00:00,2005-12-16 13:25:53+00:00,0.0,588.0
scipy\base\utils.py,2,28,28,0,2,2005-11-22 09:58:52+00:00,2005-11-22 11:40:32+00:00,0.0,56.0
scipy\base\tests\test_umath.py,2,15,6,9,2,2005-10-13 10:51:09+00:00,2005-12-26 07:49:25+00:00,0.2,30.0
scipy\corelib\mtrand\gamma.c,2,1350,675,675,2,2005-09-28 02:54:16+00:00,2005-10-09 16:55:06+00:00,0.0,2700.0
distutils\tests\swig_ext\setup.py,2,28,14,14,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,56.0
distutils\tests\gen_ext\tests\test_fib3.py,2,26,13,13,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,52.0
distutils\tests\gen_ext\setup.py,2,94,47,47,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,188.0
distutils\tests\f2py_f90_ext\tests\test_foo.py,2,26,13,13,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,52.0
scipy\corelib\mtrand\const.c,2,504,252,252,2,2005-09-28 02:54:16+00:00,2005-10-09 16:55:06+00:00,0.0,1008.0
scipy\corelib\blasdot\__init__.py,2,192,96,96,2,2005-09-14 23:58:12+00:00,2005-09-16 07:52:15+00:00,0.0,384.0
scipy\corefft\tests\test_helper.py,2,4,2,2,2,2005-12-25 10:19:10+00:00,2005-12-26 07:49:25+00:00,0.0,8.0
scipy\corefft\info.py,2,33,25,8,2,2005-12-25 10:19:10+00:00,2005-12-26 06:42:10+00:00,0.0,66.0
tools\win32build\cpucaps\cpucaps_main.c,2,216,108,108,2,2008-07-26 06:29:08+00:00,2017-02-25 22:15:35+00:00,8.6,25.1
tools\swig\test\testArray.py,2,103,102,1,2,2014-11-08 02:43:04+00:00,2015-02-15 00:18:04+00:00,0.3,206.0
tools\swig\test\setup.py,2,13,10,3,2,2014-11-08 02:43:04+00:00,2015-05-25 18:05:05+00:00,0.5,26.0
scipy\corelib\random_lite\pmath_rng.c,2,946,473,473,2,2005-09-14 23:58:12+00:00,2005-09-28 06:53:37+00:00,0.0,1892.0
scipy\corelib\random_lite\linpack.c,2,182,91,91,2,2005-09-16 08:40:45+00:00,2005-09-28 06:53:37+00:00,0.0,364.0
scipy\corelib\random_lite\com.c,2,782,391,391,2,2005-09-16 08:40:45+00:00,2005-09-28 06:53:37+00:00,0.0,1564.0
scipy\corelib\mtrand\randomkit.h,2,235,212,23,2,2005-09-28 02:54:16+00:00,2005-09-29 07:00:14+00:00,0.0,470.0
numpy\testing\nose_tools\nosetester.py,2,566,563,3,2,2017-07-04 19:47:45+00:00,2017-08-16 16:00:18+00:00,0.1,1132.0
numpy\testing\nose_tools\noseclasses.py,2,366,366,0,2,2017-07-04 19:47:45+00:00,2017-08-16 16:00:18+00:00,0.1,732.0
numpy\testing\nose_tools\decorators.py,2,282,282,0,2,2017-07-04 19:47:45+00:00,2017-07-05 01:37:48+00:00,0.0,564.0
numpy\tests\test_reloading.py,2,40,37,3,2,2016-07-20 17:09:36+00:00,2016-07-20 17:09:36+00:00,0.0,80.0
numpy\tests\test_numpy_version.py,2,31,27,4,2,2015-12-29 20:50:09+00:00,2016-01-16 10:25:52+00:00,0.0,62.0
scipy\corelib\mtrand\polevl.c,2,204,102,102,2,2005-09-28 02:54:16+00:00,2005-10-09 16:55:06+00:00,0.0,408.0
scipy\corelib\mtrand\mconf_LE.h,2,394,197,197,2,2005-09-28 02:54:16+00:00,2005-09-29 07:30:56+00:00,0.0,788.0
weave\scxx\PWONumber.h,2,360,180,180,2,2002-09-12 07:06:11+00:00,2002-09-28 08:59:30+00:00,0.0,720.0
weave\scxx\PWOCallable.h,2,80,40,40,2,2002-09-12 07:06:11+00:00,2002-09-28 08:59:30+00:00,0.0,160.0
weave\lib2def.py,2,118,117,1,2,2002-01-03 19:50:46+00:00,2002-04-05 17:04:48+00:00,0.2,236.0
distutils\line_endings.py,2,150,75,75,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,300.0
distutils\from_template.py,2,524,262,262,2,2005-09-14 22:08:46+00:00,2005-09-14 22:12:33+00:00,0.0,1048.0
doc\swig\test\testSuperTensor.py,2,448,418,30,2,2013-06-08 22:02:15+00:00,2013-08-18 17:51:25+00:00,0.2,896.0
numpy\oldnumeric\setupscons.py,2,16,8,8,2,2008-01-07 02:44:56+00:00,2013-01-13 17:04:44+00:00,5.0,3.2
doc\sphinxext\__init__.py,2,2,1,1,2,2009-04-01 21:57:08+00:00,2013-02-16 13:44:01+00:00,3.9,0.5
doc\sphinxext\phantom_import.py,2,164,163,1,2,2008-11-30 14:44:38+00:00,2013-02-28 18:32:12+00:00,4.2,39.0
doc\newdtype_example\floatint.c,2,51,25,26,2,2016-01-10 17:38:43+00:00,2016-01-10 17:41:59+00:00,0.0,102.0
doc\f2py\multiarray\array_from_pyobj.c,2,325,1,324,2,2017-03-17 18:38:28+00:00,2017-06-18 01:58:25+00:00,0.3,650.0
numpy\random\oldrng.py,2,272,136,136,2,2006-06-09 23:52:23+00:00,2006-07-06 16:57:20+00:00,0.1,544.0
numpy\random\mtrand\mtrand_py_helper.h,2,25,24,1,2,2009-12-06 12:08:54+00:00,2012-03-05 23:22:24+00:00,2.2,11.4
numpy\random\mtrand\mt_compat.h,2,136,68,68,2,2015-12-30 17:19:31+00:00,2016-04-10 16:38:30+00:00,0.3,272.0
scipy\corelib\mtrand\mconf_BE.h,2,392,196,196,2,2005-09-28 02:54:16+00:00,2005-09-29 07:30:56+00:00,0.0,784.0
tools\npy_tempita\__init__.py,2,1367,1338,29,2,2016-09-28 01:07:17+00:00,2017-06-26 13:01:15+00:00,0.7,1952.9
scipy\distutils\ccompiler.py,2,29,18,11,2,2005-10-12 09:58:13+00:00,2005-11-03 08:47:42+00:00,0.1,58.0
scipy\distutils\__init__.py,2,14,12,2,2,2005-10-13 15:06:00+00:00,2005-12-26 07:49:25+00:00,0.2,28.0
scipy\corerandom\info.py,2,22,15,7,2,2005-12-25 09:49:16+00:00,2005-12-25 10:19:10+00:00,0.0,44.0
weave\blitz-20001213\blitz\vector-et.h,2,190,95,95,2,2002-09-12 07:06:11+00:00,2004-02-01 11:36:10+00:00,1.4,135.7
weave\blitz-20001213\blitz\tinyvec-et.h,2,186,93,93,2,2002-09-12 07:06:11+00:00,2004-02-01 11:36:10+00:00,1.4,132.9
numpy\numarray\numpy_numarray\nummacro.h,2,485,467,18,2,2006-06-20 05:36:20+00:00,2006-06-20 08:46:02+00:00,0.0,970.0
weave\blitz-20001213\blitz\wrap-climits.h,2,20,10,10,2,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,9.5
fcompiler\vast.py,2,11,7,4,2,2006-08-01 00:07:42+00:00,2006-08-03 02:42:25+00:00,0.0,22.0
fcompiler\nag.py,2,13,10,3,2,2006-08-03 02:42:25+00:00,2006-12-13 05:16:09+00:00,0.4,26.0
fcompiler\g95.py,2,13,10,3,2,2006-08-03 02:42:25+00:00,2006-12-13 05:16:09+00:00,0.4,26.0
numpy\_globals.py,2,64,63,1,2,2016-07-20 17:09:36+00:00,2017-07-24 16:00:10+00:00,1.0,64.0
numpy\_build_utils\waf.py,2,533,1,532,2,2015-11-07 10:53:08+00:00,2015-11-07 11:20:43+00:00,0.0,1066.0
format.py,2,424,418,6,2,2007-12-16 07:52:44+00:00,2007-12-20 07:38:28+00:00,0.0,848.0
weave\conversion_code_old.py,2,830,415,415,2,2002-01-17 03:45:05+00:00,2002-09-12 06:54:21+00:00,0.7,1185.7
numpy\numarray\include\numpy\ieeespecial.h,2,124,0,124,2,2013-08-18 17:16:06+00:00,2013-08-19 00:40:28+00:00,0.0,248.0
scipy\corerandom\__init__.py,2,17,12,5,2,2005-12-25 09:49:16+00:00,2005-12-25 10:19:10+00:00,0.0,34.0
scipy\corelib\random_lite\ranlibmodule.c,2,686,343,343,2,2005-09-16 08:40:45+00:00,2005-09-28 06:53:37+00:00,0.0,1372.0
scipy\corelib\random_lite\ranlib.h,2,66,33,33,2,2005-09-16 08:40:45+00:00,2005-09-28 06:53:37+00:00,0.0,132.0
scipy\corelib\random_lite\ranlib.c,2,3882,1941,1941,2,2005-09-16 08:40:45+00:00,2005-09-28 06:53:37+00:00,0.0,7764.0
scipy\corelib\random_lite\ranf.h,2,82,41,41,2,2005-09-14 23:58:12+00:00,2005-09-28 06:53:37+00:00,0.0,164.0
scipy\corelib\random_lite\ranf.c,2,748,374,374,2,2005-09-14 23:58:12+00:00,2005-09-28 06:53:37+00:00,0.0,1496.0
scipy\distutils\intelccompiler.py,2,38,34,4,2,2005-11-03 08:47:42+00:00,2005-11-03 21:33:46+00:00,0.0,76.0
scipy\distutils\fcompiler\__init__.py,2,24,12,12,2,2005-11-12 22:37:15+00:00,2005-11-21 10:21:11+00:00,0.0,48.0
scipy\distutils\command\sdist.py,2,12,8,4,2,2005-10-02 06:18:35+00:00,2005-10-02 06:21:37+00:00,0.0,24.0
numpy\matrx\tests\test_regression.py,2,33,33,0,2,2009-09-16 07:14:18+00:00,2009-09-16 07:15:21+00:00,0.0,66.0
numpy\numarray\numpy\numcomplex.h,2,504,0,504,2,2006-07-06 16:57:20+00:00,2007-12-15 18:54:52+00:00,1.4,360.0
numpy\numarray\numpy\ieeespecial.h,2,248,0,248,2,2006-07-06 16:57:20+00:00,2007-12-15 18:54:52+00:00,1.4,177.1
numpy\numarray\numpy\cfunc.h,2,156,0,156,2,2006-07-06 16:57:20+00:00,2007-12-15 18:54:52+00:00,1.4,111.4
numpy\numarray\numclass.py,2,266,133,133,2,2006-08-02 16:37:59+00:00,2006-08-08 07:49:10+00:00,0.0,532.0
numpy\numarray\include\numpy\numcomplex.h,2,260,4,256,2,2011-07-26 17:07:14+00:00,2013-08-19 00:40:28+00:00,2.1,123.8
numpy\matrixlib\setupscons.py,2,15,1,14,2,2009-09-18 09:59:24+00:00,2013-01-13 17:04:44+00:00,3.3,4.5
weave\blitz-20001213\blitz\array\functorExpr.h,2,1950,975,975,2,2002-09-12 07:06:11+00:00,2004-02-01 11:36:10+00:00,1.4,1392.9
weave\blitz-20001213\blitz\array\funcs.h,2,424,212,212,2,2002-09-12 07:06:11+00:00,2004-02-01 11:36:10+00:00,1.4,302.9
scipy\distutils\command\build_ext.py,2,23,15,8,2,2005-09-29 22:49:01+00:00,2005-11-21 10:21:11+00:00,0.1,46.0
tests\test_format.py,2,514,513,1,2,2007-12-16 07:52:44+00:00,2007-12-20 07:38:28+00:00,0.0,1028.0
setupsconsegg.py,2,14,7,7,2,2008-08-20 23:02:44+00:00,2013-01-13 17:04:44+00:00,4.4,3.2
setup_scipy_core.py,2,133,105,28,2,2002-11-18 22:39:31+00:00,2003-03-07 18:08:28+00:00,0.3,266.0
scipy_test\setup.py,2,10,5,5,2,2001-12-25 06:03:41+00:00,2002-04-07 15:14:07+00:00,0.3,20.0
scipy_test\logging.py,2,3474,1737,1737,2,2002-09-18 03:34:40+00:00,2004-02-01 11:36:10+00:00,1.4,2481.4
scipy_test\auto_test.py,2,1620,810,810,2,2002-09-18 03:34:40+00:00,2004-02-01 11:36:10+00:00,1.4,1157.1
scipy_distutils\x11_info.py,2,82,41,41,2,2002-02-17 23:23:07+00:00,2002-04-07 15:03:50+00:00,0.1,164.0
scipy_distutils\vastfcompiler.py,2,51,51,0,2,2004-01-19 09:00:01+00:00,2004-01-31 22:02:30+00:00,0.0,102.0
scipy\f2py2e\diagnose.py,2,166,166,0,2,2005-09-27 11:06:31+00:00,2005-09-28 00:14:34+00:00,0.0,332.0
scipy\f2py2e\crackfortran.py,2,2661,2660,1,2,2005-09-27 11:06:31+00:00,2005-10-18 08:04:08+00:00,0.1,5322.0
weave\blitz-20001213\blitz\array-old.h,2,224,112,112,2,2002-09-12 07:06:11+00:00,2004-02-01 11:36:10+00:00,1.4,160.0
weave\blitz-20001213\blitz\array-impl.h,2,5262,2631,2631,2,2002-09-12 07:06:11+00:00,2004-02-01 11:36:10+00:00,1.4,3758.6
scipy\f2py2e\test-site\c\complextest_c.c,2,84,42,42,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,168.0
scipy\f2py2e\tests\f77\return_real.py,2,137,132,5,2,2005-09-27 11:06:31+00:00,2005-10-18 08:04:08+00:00,0.1,274.0
scipy\f2py2e\__version__.py,2,21,15,6,2,2005-09-27 11:06:31+00:00,2005-09-29 22:49:01+00:00,0.0,42.0
scipy\f2py2e\__init__.py,2,44,42,2,2,2005-09-27 11:06:31+00:00,2005-10-16 19:44:57+00:00,0.1,88.0
scipy\f2py2e\__cvs_version__.py,2,6,3,3,2,2005-09-27 11:06:31+00:00,2005-09-29 22:49:01+00:00,0.0,12.0
scipy\f2py2e\test-site\b\runme.py,2,304,152,152,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,608.0
scipy\f2py2e\test-site\a\runme.py,2,258,129,129,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,516.0
scipy\f2py2e\test-site\a\geniotest.py,2,296,148,148,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,592.0
scipy\f2py2e\test-site\simple\test_array.py,2,128,64,64,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,256.0
numpy\linalg\tests\test_deprecations.py,2,26,26,0,2,2013-04-02 01:13:45+00:00,2015-12-06 02:16:00+00:00,2.7,9.6
numpy\core\chararray.py,2,40,19,21,2,2006-01-06 10:14:10+00:00,2006-01-06 21:06:12+00:00,0.0,80.0
numpy\core\include\numpy\WTF_MathExtras.h,2,172,171,1,2,2008-10-04 01:02:11+00:00,2008-10-04 01:54:58+00:00,0.0,344.0
numpy\ma\tests\test_morestats.py,2,130,8,122,2,2007-12-15 01:15:26+00:00,2008-04-25 00:48:33+00:00,0.4,260.0
numpy\ma\setupscons.py,2,36,18,18,2,2008-02-09 18:08:40+00:00,2013-01-13 17:04:44+00:00,4.9,7.3
numpy\compat\setupscons.py,2,22,11,11,2,2009-10-13 08:29:14+00:00,2013-01-13 17:04:44+00:00,3.3,6.7
numpy\build_utils\src\apple_sgemv_fix.c,2,241,234,7,2,2014-10-27 06:45:57+00:00,2015-06-14 19:38:23+00:00,0.6,401.7
numpy\core\include\numpy\c_numpy.pxd,2,118,59,59,2,2006-03-13 07:05:41+00:00,2006-03-13 07:09:11+00:00,0.0,236.0
numpy\lib\tests\test__version.py,2,70,70,0,2,2014-05-14 21:34:53+00:00,2015-09-24 01:38:34+00:00,1.4,50.0
scipy\f2py2e\test-site\mod\simple.py,2,22,11,11,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,44.0
scipy\f2py2e\test-site\mod\main.c,2,108,54,54,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,216.0
scipy\f2py2e\test-site\detail\simpletest.py,2,162,81,81,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,324.0
scipy\f2py2e\test-site\detail\runtests.py,2,308,154,154,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,616.0
scipy\f2py2e\test-site\detail\returntest.py,2,378,189,189,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,756.0
scipy\f2py2e\test-site\detail\gentests.py,2,524,262,262,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,1048.0
scipy\f2py2e\test-site\detail\genfuntests.py,2,406,203,203,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,812.0
scipy\f2py2e\test-site\detail\f2pytests.py,2,1424,712,712,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,2848.0
scipy\f2py2e\test-site\detail\cbreturntest.py,2,404,202,202,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,808.0
scipy\f2py2e\test-site\detail\argpasstest.py,2,550,275,275,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,1100.0
scipy\f2py2e\test-site\d\callback-test.py,2,54,27,27,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,108.0
scipy\f2py2e\test-site\curtis\test.py,2,18,9,9,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,36.0
scipy\f2py2e\test-site\curtis\cabase2.py,2,18,9,9,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,36.0
scipy\f2py2e\test-site\curtis\cabase1.py,2,52,26,26,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,104.0
scipy\f2py2e\tests\f77\return_integer.py,2,162,155,7,2,2005-09-27 11:06:31+00:00,2005-10-16 19:44:57+00:00,0.1,324.0
scipy\f2py2e\tests\array_from_pyobj\wrapmodule.c,2,194,194,0,2,2005-10-25 21:41:12+00:00,2005-10-26 13:54:20+00:00,0.0,388.0
scipy\f2py2e\tests\array_from_pyobj\setup.py,2,36,31,5,2,2005-10-25 21:41:12+00:00,2005-10-26 13:54:20+00:00,0.0,72.0
scipy\f2py2e\test-site\test_f2py2e.py,2,142,71,71,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,284.0
scipy\f2py2e\test-site\simple\test_scalar.py,2,150,75,75,2,2005-09-27 11:06:31+00:00,2005-09-29 23:03:33+00:00,0.0,300.0
scipy_distutils\tests\f2py_f90_ext\setup.py,2,18,17,1,2,2004-01-31 21:59:10+00:00,2004-03-29 16:57:23+00:00,0.2,36.0
scipy\fftpack\fft_lite.py,2,13,5,8,2,2005-09-26 16:15:42+00:00,2005-10-01 22:52:33+00:00,0.0,26.0
scipy\fftpack\fft.py,2,319,317,2,2,2005-09-14 23:58:12+00:00,2005-09-16 08:03:00+00:00,0.0,638.0
numpy\core\npy_config.h,2,12,12,0,2,2009-09-22 01:23:24+00:00,2009-09-22 02:42:47+00:00,0.0,24.0
numpy\core\src\arrayconvert_datatype.c,2,940,940,0,2,2009-04-30 08:38:30+00:00,2009-04-30 08:40:24+00:00,0.0,1880.0
numpy\core\src\arrayconvert.c,2,386,386,0,2,2009-04-30 08:38:52+00:00,2009-04-30 08:39:44+00:00,0.0,772.0
numpy\lib\benchmarks\bench_arraysetops.py,2,130,65,65,2,2008-07-23 13:51:45+00:00,2011-03-07 01:12:50+00:00,2.6,50.0
numpy\core\include\numpy\utils.h,2,33,26,7,2,2008-10-08 13:33:34+00:00,2009-10-20 20:47:07+00:00,1.0,33.0
numpy\core\include\numpy\npy_os.h,2,32,31,1,2,2009-11-09 03:09:58+00:00,2009-11-09 03:11:09+00:00,0.0,64.0
weave\blitz-20001213\blitz\rand-mt.h,2,332,166,166,2,2002-01-03 19:50:46+00:00,2004-02-01 11:36:10+00:00,2.1,158.1
